userName,score,at,content,Gameplay,Visual,Performance,Feature
ᴍᴀsᴀʏᴜ,4,2023-04-27 10:26:14,"Untuk game yang baru dirilis ini udah terbilang bagus, dan mungkin masih ada beberapa bug yang harus diperbaiki. Terutama masalah jaringan. Jaringan sudah dipastikan 4G, tetapi saat main terasa sangat lag. Jaringan selalu stay di ping merah, walaupun tetap bisa dijalanin tapi rasanya enggak nyaman karena terasa berat. Dan mungkin untuk kedepannya bisa diadakan fitur Co-op yang bisa mempertemukan player lain seperti game-game sebelumnya, misalnya Genshin Impact dan Honkai Impact. Terimakasih",1,-1,-1,1
Devita Deviclara,5,2023-05-19 17:59:03,"Overall game ini bagus banget, plot cerita nya sangat rekomended banget untuk diikuti, item mudah di dapat, grafik luar angkasa dengan kombinasi teknologi dan gaya hidup di IRL sangat menarik untuk dijelajahi, karakter dalam game memiliki pribadi yang unik jadi mendukung banget di alur cerita. Game santai yang rekomendasi kan banget untuk mengisi waktu luang. Namun, untuk kedepannya developer harap memperbaiki bug yang muncul terutama di pengguna mobile, kadang layar sering hitam.",1,1,-1,-1
Yohanes Davin,4,2023-04-27 17:06:40,"Untuk keseluruhan games nya sudah bagus dari segi grafik, control, dan cerita tetapi masih ad beberapa bug yang sangat menganggu seperti setelah dari pengaturan tiba"" background layarnya putih semua dan harus restar games baru kembali seperti semula, mohon untuk developer untuk mengatasi bug ini 🙏",1,1,-1,-1
mitha,5,2023-06-05 13:59:07,"game nya bagus bgtt, dari segi grafik, story, dan banyak hal unik² lainnya, karakternya juga cakep² semua, but.. waktu login itu kadang harus login ulang agak kesel, waktu di ingame jaringannya merah padahal lancar lancar aja, sehabis itu ada kejadian beli ""express supply pas"" mungkin 1/2 hari langsung bisa di dapetin (jade) tapi setelah beberapa hari malah ga dapet.. yahh.. walaupun terjadi beberapa kendala, jujur aku sangat menikmati game ini, so next time tingkatkan lagi ya!",1,1,-1,1
NurFazi 17,5,2023-04-30 16:14:28,"Game sangat inovatif, dari gameplay bertarung dan jalan cerita bisa mendapatkan kesan baru dan pengalaman baru dalam bermain game turn-base, sedikit saran tolong di berikan menu settingan yang berbeda untuk cut-scene / film pendeknya, soalnya beberapa kali cut-scene muncul masih sering lag + patah-patah🙏",1,-1,-1,-1
Antonius Alfa,5,2023-06-06 2:03:42,"Gameplay, grafik sudah bagus, cuma tiap mau log in, selalu error, baru menggunakan jaringan data baru bisa cepat, kalau menggunakan WiFi selalu error, tidak seperti genshin Impact yang bisa lancar² saja, padahal WiFi juga sudah sangat cepat, tolong di perbaiki, karena cukup banyak traibilizer yg mengalami hal yang sama",1,-1,-1,-1
ID 778,5,2023-05-14 2:39:25,"Ini game sangat bagus sekali, apa lagi di hp saya yg kalo main genshin biasanya grafik rendah dan itupun masih ngelag dikit. Di game ini gw bisa nikmatin visual nya banget cuy dan juga kalo di genshin itu eksplorasi mapnya itu susah dan banyak banget tapi kalo di sini mudah dan gampang karena mapnya di bikin kecil kecil, secara gameplay juga udah bagus banget turn based nya serun, karakter gratisannya juga op cuy, kalo ada yg bilang gak bisa loncat pertanyaannya adalah lu mau loncat kemana njir",1,1,-1,1
Kim Mingyu,4,2023-05-06 13:06:08,"Secara keseluruhan memuaskan, mulai dari gameplay, grafik, desain character, lore, reward dan lainnya. Hanya ada beberapa yg sering saya keluhkan, server sering error kalo mau log in, trs makanan gk bisa buat revive chara pas waktu battle, dan fungsi teman tuh kurang maksimal. Untuk sementara itu aja, tq.",1,1,-1,1
DR4C4,3,2023-04-26 13:06:57,"Performanya belum di optimalisasikan disemua perangkat. Padahal mid kebawah spesifikasinya. Tapi masih sering banget stuttering. Dan juga fontnya kadang kekecilan kalo main di komputer, di rasio 4:4(kotak). Lumayan mengganggu karena gak kelihatan.",-1,-1,-1,-1
Rendi Saputra,5,2023-04-25 1:42:56,"Game lumayan, gk ribet, cukup mudah, grafik masih terbilang bagus, cukup rekomendasi, buat sharing juga lumayan . Tapi entah mengapa kyak ada yg kurang, mungkin karena masih baru rilis jadi nya ok ok aja. Btw, gk cocok buat kentang sih ini Download data nya 7gb diawal sisa nya gk tau, nungguin ampe bosen",1,1,-1,-1
LucyVita Krisna,5,2023-06-06 21:53:08,"sejauh ini game nya seru, firurnya menarik, tapi ada 1 kekurangan yaitu : animasi lipsync. ( siapa tau kalau lipsync nya emang di sengaja atau engga) - mau di main story atau character story. kalo kamera nya udah di mode normal, dialog dan audio jalan seperti biasa tapi bibir karakter menutup. atau bisa dibilang : lipsync animation nya hanya ada di ""close up cam"". itu aja sih untuk sekarang, secara keseluruhan udah keren mantab. 👌",1,-1,1,1
Iqbal Ramadan,3,2023-05-09 13:41:17,"Keseluruhan dari game ini hampir sempurna, seperti grafik, musik, karakter, story sejauh ini. Namun di perangkat saya belum terasa optimal saat memainkannya, saat battle terkadang patah-patah sedangkan musik dan suara battle lancar-lancar saja. Untuk update kedepannya mohon di perbaiki. Edit: Ini game mulai terasa pelit nya, susah banget buat dapet bahan upgrade char.",1,1,-1,-1
Muhammad Fachruddin,5,2023-05-08 23:35:32,"Sebagai pemain Genshin impact, saya mengamati banyak hal yg menjadi nilai minus dari genshin di tambahkan di game ini, seperti auto farming, skip dialog ketika mengulang, resin cap yg lebih banyak dan waktu refresh yg lebih cepat, serta reward yg di berikan tdk sedikit. Jadi untuk overall game ini bagus banget!",1,1,1,1
Lajuk Kunyuk,1,2023-07-19 3:24:10,"tiap update berasa download ulang,ntah bug atau bukan tapi tiap di layar awal selalu gambar nya rusak,komentar orang"" gk di tanggepin,yg ngasih b5 wibu akut kayak nya",-1,-1,-1,-1
Tokatoteka Sakura,5,2023-05-09 4:55:51,"Gamenya santai, alurnya dapat, tempat nya indah indah, dan ada yang kurang, di bagian peti, tolong untuk di perbanyak peti sama puzzle dan jika bisa material yang di jatuhkan musuh terlalu sedikit. Dan jika bisa tolong di permudah mendapatkan karakter :)",1,-1,-1,-1
Rafli Firmansyah,4,2023-06-14 12:24:17,"Game nya udah bagus dan menarik . Cuma untuk masalah grafik ini emang di rancang sesuai penyimpanan HP apa gimana ya , kok bisa benda2 yang harusnya ada malah gaada , maksud saya di HP sama di PC beda grafik gitu , di PC ada gambar ini tapi di HP malah gaada , ini memang udah di atur gitu ya grafiknya atau gimana?",1,-1,-1,-1
Irfan Nugraha,5,2023-07-19 4:59:01,"Tolong tambahkan fitur agar bisa bertemu dengan teman / friendlist di suatu tempat seperti lobby agar lebih rame, menyenangkan dan meriah, Terima Kasih",-1,-1,-1,-1
Irfan,5,2023-05-16 1:17:03,"Keseluruhan dah bagus. Art style anime khas Hoyoverse banget. Musik mantap! Grindingnya bisa auto jadi mainnya santai, bisa ditinggal bentar entah masak atau ngurusin hal lain, cocok banget buat yg gak bisa stay terus di layar kayak aku. Cuman tolong eventnya jangan dibikin kayak genshin yg sekali-dua run langsung bisa kelar. Tolong bikin event yg bisa dipake buat farming dan kalau lawan musuh bisa drop item terus-terusan layaknya game grinding lainnya, ya mirip Simulated Universe game ini.",1,1,-1,1
rinanti haera,4,2023-07-15 14:57:56,"Game nya dah bagus dari grafik sampai ceritanya, tapi gak tau kenapa di HP aku tu sering banget kek stuk gitu padahal lagi main eh pas mau pindah ke base pas mau berantem atau loading mau pindah ke kota yang lain kadang stuk, layar HP jadi item tapi suaranya ada terus id di bawah juga keliatan kadang juga loadingnYa itu gak jalan"", HP aku gak stuk masih bisa normal keknya dari gamenya deh, dah beberapa kali soalnya.",1,1,-1,-1
Evan no kizuki,4,2023-07-06 2:27:49,"Overall alur cerita seru, eventnya seru, karakternya menarik, world building bagus, soundtrack sama bgm candu cuma pas masuk xianzou di map yang malam hari semuanya jadi aneh ntah ini hp ku atau emang bug tapi pas ganti char dan lagi nge Dash di daerah itu objeknya jadi transparan beberapa detik begitupun saat gacha mungkin update selanjutnya bisa diperbaiki lagi",1,-1,-1,-1
secario julviary,4,2023-07-02 18:19:32,"overall udah bagus walaupun ada sedikit beberapa bug yang jarang muncul tapi saya sudah cuku suka dengan game turnbase seperti ini, untuk (saran) saya mungkin supaya gamenya tidak terlalu boring bisa di tambahkan fitur coop untuk tempat bertemu dengan player lainnya seperti di genshin atau (contoh) tempat poci di genshin supaya bisa mabar atau sekedar selfie bersama teman coop. dan tambahkan animasi pada saat camera itu ada fitur tangan selfie seperti game undawn atau yang lainnya.",1,-1,-1,-1
rraxsbla,3,2023-07-16 6:58:39,"lumayan, tapi akhir akhir ini abis battle suka tiba tiba item layarnya, udah coba benerin setting, tapi ttp suka gitu, udah 5x kaya gini, klo udah item pasti harus di refresh, baru log in lagi",1,-1,-1,-1
Muhammad nur hidayat,4,2023-07-07 7:11:34,"lumayan lah gamenya, tipe turn base yang ok plus animasi skill dan design karakternya bagus, tapi jan kasih gw pitty 80 juga kali buat dapetin silver wolf😊😤, owh ya bugnya di perbaiki lagi kalo masih ada bugnya. lagi"" apa ya pitty80 lagi hoyo bayik",1,1,-1,-1
ray rey,5,2023-07-08 0:34:23,"Buat kalian yang ngalamin masalah bug grafis/lag/force close dll, mungkin device kalian dibawah spek minimum yang disarankan dan spek minimun yang disarankan itu Snapdragon 835, Dimensity 720, Kirin 810 & 4GB ram. dibawah itu pasti akan ada masalah BUG.",-1,-1,-1,-1
Ira Bambang,1,2023-07-03 11:33:04,"saya baru main game ini, tetapi saya langsung mendapatkan bug seperti tempatnya invisible/hilang. tolonglahh perbaiki bug inii, saya jadi gabisa main gara2 bug ini. jika bug ini sudah diperbaiki, saya janji akan memberi bintang 5 pada aplikasi ini.",-1,-1,-1,-1
Adi Yaksa,5,2023-07-19 8:07:57,"Biarkan bintang yang berbicara, dari awal rilis sampai update sekarang saya belum pernah merasakan bug apapun. Saran saya adakan custom penampilan seperti warna rambut dan pakaian untuk karakter awal pemilihan in game supaya tidak terlalu bosan.",1,-1,1,-1
Farha95,3,2023-06-27 5:43:32,"Saya sebagai F2P untuk update kedepan saat mencari relic lebih ditingkatkan agar para player dpt yg bagus dan sesuai ,soalnya rata rata dapat jelek semua/ampas dan juga tolong untuk mendapatkan Fuel itu di permudah dan Trailblaze Power di perbanyak lgi agar para F2P tidak kesulitan saat bermain dan tak khawatir soal habis Trailblaze Power dan juga saat mencari bahan untuk updrage gear, lvl karater, dan up light cone di permudah dan diperbanyak, sekian Terimakasih 🙂🙏",-1,-1,-1,-1
Hazelnut,3,2023-06-30 6:29:17,"Overall game nya oke lah gak ada yang kurang, dari grafik, story, dan karakter nya juga, gak kalah dari game yang lain, tapi untuk gacha iya gimana ya, agak sedikit membagongkan sih :)",1,1,-1,-1
Muhammad Rizky,5,2023-07-13 3:09:00,"Sangat bagus aku cinta mihoyo, tambahkan fitur pengaturan penghapusan data yang tidak di gunakan seperti genshin, tolong perbaiki bug penambahan teman, saya tidak bisa menerima pertemanan dari orang padahal slot pertemanan masih banyak, dan tolong perbanyak event:')",-1,-1,-1,1
ahmad nur ikhsan,1,2023-06-27 2:15:23,"Tolong untuk developer agar memperbaiki bug seperti map nya transparan dan putih semua,terus setiap update pasti gk bisa login,eror mulu.Mohon untuk developer segera memperbaiki bug"" yang ada sama perbaikan servernya",-1,-1,-1,-1
Axelia Kinanti Ashaningtyas,4,2023-07-04 11:12:08,Game nya bagus banget! Seneng banget aku bisa dapet luocha. Tinggal nabung buat jing liu~ Tapi kurranngnya itu gak a da fitur co op. Jadi kalau bermain sama temen itu kurang menikmati. Klo bisa tambahin fitur co op deh,1,-1,-1,-1
Ronald Regen,3,2023-07-10 3:09:17,"Permainan ini sudah sangat bagus, baik di segi gameplay, grafik, karakter, semuanya bagus, tapi sayangnya... mengapa game ini terlalu banyak menggunakan data internet... tolong diperbaiki terima kasih.",1,1,1,1
muhamad azis purnama,2,2023-06-23 7:10:12,Ada bug yang harus di perbaiki kususnya selalu stak di layar awal saat kereta mau meluncur selalu stak di situ mulu lalu saat mau buka karakter selalu nge bug kalo mainnya lumayan lama,-1,-1,-1,-1
ANGGARA 1207,4,2023-07-16 16:26:04,Untuk sekarang gameplay nya sudah memuaskan dan dari segi grafik nya juga tetapi di story game nya masih banyak patah patah dan satu hal lagi tolong game nya terlalu boros kuota untuk kedepan nya saya harap bisa lebih baik lagi,1,1,-1,-1
Trianda Putri,4,2023-07-05 3:24:21,Gamenya seru tapi kenapa saat mau setting grafik. Latar belakangnya malah putih semua gak kelihatan apa² jadi susah mau explore mapnya 😭,1,-1,-1,-1
Nambhii01,5,2023-07-09 12:47:33,Untuk Game Nya Sangat Bagus Dibagian character nya dan juga grafis nya bagus. Untuk Gacha Jangan pelit kepada player gratisan. Dan untuk kualitas sinyal ditingkatkan lagi. Thanks Hoyoverse.,1,1,-1,-1
Mas Albar,5,2023-06-28 8:14:37,"game nya overall bagus dari story line yang memiliki satu universe dengan HI3 dan ada beberapa karakter hi3 yang muncul disini yaitu himeko ,welt yang, bronya , selle dan yang saya sukai dari game ini adalah loading screen lebih cepat, termasuk menengah ringan gamenya",1,-1,1,-1
ChamilEfandy,5,2023-07-12 5:21:08,"dari gameplay, desain character sejauh ini bagus sih dan juga bisa explore jadi lumayan lah untuk menghilangkan bosan saat main genshin impact terus, btw ini game turnbase pertama yang ku mainin tapi overall ngerasa aman aman aja sih. Mantap Hoyoverse",1,1,1,1
elswity,5,2023-06-30 1:13:59,"Untuk keseluruhan gameplay sangat menyenangkan, storylanenya juga berasa nonton anime :v tapi ada beberapa bug di world xianzhou, tapi overall sudah mantep sih🔥",1,-1,-1,-1
Anton Lukman,1,2023-06-28 2:50:42,"Sistem gacha nya terlalu sulit sampai 5 x10 lebih tak dapat sesuai poster sangat kecewa dapat nya bintang 5 lain yang tidak ada di poster. Menabung sedikit demi sedikit hingga hari terakhir zonk, untuk bisa mendapatkan silver wolf",-1,-1,-1,-1
Seven Deen,5,2023-06-25 10:38:15,"Game sangat bagus dan kualitas grafik yang sangat oke , cerita storynya menarik sekali .. gamenya juga bisa dimainin saat santai jadi sangat top banget ini game !! Senang ada game ini rilis .",1,1,-1,-1
NF GAMING CH,4,2023-07-04 11:59:50,Gamenya bagus tetapi di device saya redmi note 9 setiap cutscene itu pasti animation frame is down (seperti cut scene animation Naik kereta expres) tapi in game FPS tetap 50 FPS stabil padahal di genshin impact lancar lancar Aja,1,1,-1,-1
Kim Jong in,2,2023-06-23 6:16:10,Keren dari segi game nya cuma frame untuk di hp terlalu tinggi kadang login error' terus suara sama gambar Vidio nge delay untuk di hp kentang ga serasi gitu lah di perbaiki lagi biar lancar main nya kerja samanya seperti Ganshin impact yg masih lancar di hp kentang,1,-1,-1,-1
Akari Kara,5,2023-07-06 7:58:33,"Untuk game ini bagus udah sebenarnya cuma game ini turnbase RPG dan masalah nya mereka tidak tau turnbases kayak gini ada digame lain seperti contoh final fantasy ada turn bases nya trs ada Mario + Rabbids: Kingdom Battle yang menggunakan turnbases. Jadi wajar aja kenapa orang gak suka ama game kategori turn base yah soalnya mereka tidak tau game kategori itu, yaelah anak muda jaman sekarang mana tau gitu gitu'an kayak open world Ama turnbase ya lain lain nya juga kali ye.",1,-1,-1,-1
Angriawan Ismed,1,2023-06-27 12:41:27,"Game yang mengecewakan. Saya Sudah habiskan 7Gb untuk download data diawal, tidak bisa masuk ke game sama sekali. Diulang login berkali-kali yang ada malah minta download data lagi 7Gb. Lebih baik dihapus aja kalau kayak gitu.",-1,-1,-1,-1
revo balya,5,2023-06-22 12:34:42,Bagus sekali dari segi visual dan gameplay Saya berharap game nya cepet release event baru atau main quest baru soalnya mulai bosan gak ada quest dan semoga update gak perlu memerlukan spec device yang lebih tinggi semangat mihoyo bikin event sama main quest nya cerita nya yang bagus ya,1,1,-1,-1
Noee Ni Tod,4,2023-06-24 4:59:31,"Gamenya bagus, cuman kalau bisa di tambahin opsi 45 fps kaya game kakaknya😁, saya main di setingan 60 fps bisa bikin hp cepat panas, kalau main di 30 fps malah jadi kurang memuaskan.",1,-1,1,-1
Aulia Wijaya,3,2023-07-10 4:29:57,"Dari segi permainan sama storynya udah bagus cuma kebanyakan bug, contohnya keluar sendiri terus macet² pdhl kalo dipakai apk lain tidak ada trouble.",1,-1,-1,-1
Yonathan nat,4,2023-07-06 6:26:08,"Gamenya bagus ceritanya bagus visualnya bagus tapi pas dibagian cut scene kenapa selalu nge frame ya patah"" Gitu? Smoga masalah ini dapat di perbaiki karena saat saya bermain gamenya lancar",1,1,-1,-1
Neng Rodiah,4,2023-06-27 14:29:49,Game nya bagus overall nya SM grafiknya juga bagus worth it Dan karakter nya juga bagus bagus dan juga lain lainnya bagus bngt Tapi ada satu kekurangan yaitu begitu mau masuk game ini sering keluar tiba tiba keluar dari game ini entah ngebug atau karena apa Tolong ya dibenarkan lagi saya mau mainkan game bagus ini tapi tidak bisa bisa itu saja kritikan dari saya sekian terimakasih 🙏,1,1,-1,-1
